SCAI Rules Documentation ,,,,,,,
#,Source File ,Section,Name,Type,Description,Confilect ,Status
739,general_rules.md,7. Content Flow Direction,Vertical Flow,Flow rule,All content flows vertically (top to bottom) with consistent spacing,PASSED,FALSE
740,general_rules.md,7. Content Flow Direction,Flow Sequence,Flow sequence,Header > H1 + Featured Image > Overview > Table of Contents > Main Content > Special Sections > Closing > FAQ > Footer,PASSED,FALSE
741,general_rules.md,7. Spacing Principles,Vertical Rhythm,Spacing principle,Consistent vertical rhythm between sections,PASSED,FALSE
742,general_rules.md,7. Spacing Principles,Heading Space Above,Spacing principle,Headings have more space above than below (creates grouping),PASSED,FALSE
743,general_rules.md,7. Spacing Principles,Paragraph Line Spacing,Spacing principle,Paragraphs have standard line spacing,PASSED,FALSE
744,general_rules.md,7. Spacing Principles,List Spacing,Spacing principle,Lists have compact but readable spacing,PASSED,FALSE
745,general_rules.md,7. Spacing Principles,Box Spacing,Spacing principle,Boxes have internal padding and external margin,PASSED,FALSE
746,general_rules.md,8. System Alignment Rules,Output Must Align Rule,Alignment rule,All generated content must pass validation against all applicable rule categories before acceptance,PASSED,FALSE
747,general_rules.md,8. System Alignment Rules,Content Rules Validation,Category validation,Validates Quality and Safety and Narrative consistency,PASSED,FALSE
748,general_rules.md,8. System Alignment Rules,Component Rules Validation,Category validation,Validates Structure and Format and Data sources,PASSED,FALSE
749,general_rules.md,8. System Alignment Rules,Programmatic Options Validation,Category validation,Validates Limits and Constraints and Enforcement,PASSED,FALSE
750,general_rules.md,8. System Alignment Rules,Prompt Rules Validation,Category validation,Validates SEO and Topic relevance and AI behavior,PASSED,FALSE
751,general_rules.md,8. System Alignment Rules,Image Rules Validation,Category validation,Validates Quality and Dimensions and Restrictions,PASSED,FALSE
752,general_rules.md,8. System Alignment Rules,User Options Validation,Category validation,Validates Respects user selections,PASSED,FALSE
753,general_rules.md,8. System Alignment Rules,General Rules Validation,Category validation,Validates Layout and Design and Alignment,PASSED,FALSE
754,general_rules.md,8. Validation Order,Order Step 1,Validation order,Programmatic Constraints (hard limits) first,PASSED,FALSE
755,general_rules.md,8. Validation Order,Order Step 2,Validation order,Component Rules (structure) second,PASSED,FALSE
756,general_rules.md,8. Validation Order,Order Step 3,Validation order,Content Rules (quality & safety) third,PASSED,FALSE
757,general_rules.md,8. Validation Order,Order Step 4,Validation order,Image Rules (if applicable) fourth,PASSED,FALSE
758,general_rules.md,8. Validation Order,Order Step 5,Validation order,Prompt Rules (SEO & relevance) fifth,PASSED,FALSE
759,general_rules.md,8. Validation Order,Order Step 6,Validation order,General Rules (layout & design) sixth then APPROVED,PASSED,FALSE
760,general_rules.md,8.2 Rules Overlap Principle,Overlap Allowed,Overlap principle,Same content may be governed by multiple rule categories,PASSED,FALSE
761,general_rules.md,8.2 Rules Overlap Principle,No Conflicts Allowed,Overlap principle,Rules cannot contradict each other,PASSED,FALSE
762,general_rules.md,8.2 Acceptable Overlap,H1 Heading Overlap,Acceptable overlap,H1 governed by Content Rules + Component Rules + Programmatic - All complement each other,PASSED,FALSE
763,general_rules.md,8.2 Acceptable Overlap,Image Overlap,Acceptable overlap,Image governed by Image Rules + Component Rules + General Rules - All complement each other,PASSED,FALSE
764,general_rules.md,8.2 Acceptable Overlap,Paragraph Overlap,Acceptable overlap,Paragraph governed by Content Rules + Prompt Rules - Both ensure quality,PASSED,FALSE
765,general_rules.md,8.2 Unacceptable Conflict Example 1,Conflict example,Minimum 150 words vs Maximum 100 words is Direct contradiction,PASSED,No conflict - example only,FALSE
766,general_rules.md,8.2 Unacceptable Conflict Example 2,Conflict example,Must include keyword vs No keyword stuffing - Can coexist with balance,PASSED,No conflict - example only,FALSE
767,general_rules.md,8.2 Unacceptable Conflict Example 3,Conflict example,Professional tone vs Friendly tone is Mutually exclusive,PASSED,No conflict - example only,FALSE
768,general_rules.md,8.2 Conflict Resolution Reference,Resolution reference,See programmatic_options.md Section 19 for resolution hierarchy,PASSED,No conflict - cross-reference,FALSE
769,general_rules.md,8.3 Cross-Category Validation,Minimum Validation Set,Validation requirement,Content Rules + Component Rules + Programmatic Options required for all,PASSED,FALSE
770,general_rules.md,8.3 Cross-Category Validation,Content Rules Minimum,Minimum check,Safety and Quality and Consistency checks required,PASSED,FALSE
771,general_rules.md,8.3 Cross-Category Validation,Component Rules Minimum,Minimum check,Structure and Format checks required,PASSED,FALSE
772,general_rules.md,8.3 Cross-Category Validation,Programmatic Options Minimum,Minimum check,Character/word limits checks required,PASSED,FALSE
773,general_rules.md,8.3 Extended Validation,Prompt Rules Extended,Extended check,SEO compliance and Topic relevance checks recommended,PASSED,FALSE
774,general_rules.md,8.3 Extended Validation,Image Rules Extended,Extended check,If images present then check recommended,PASSED,FALSE
775,general_rules.md,8.3 Extended Validation,General Rules Extended,Extended check,Layout compliance check recommended,PASSED,FALSE
776,general_rules.md,8.3 Validation Matrix,All Article Types Matrix,Validation matrix,Content Required + Component Required + Programmatic Required + Prompt Recommended + Image If images + General Recommended,PASSED,FALSE
777,general_rules.md,9. Contradiction Test Documentation,Test Purpose,Test purpose,Ensure the rule system is internally consistent and no rules contradict each other,PASSED,FALSE
778,general_rules.md,9. Contradiction Test Documentation,When to Run - New Rules,Test trigger,Run after adding new rules,PASSED,FALSE
779,general_rules.md,9. Contradiction Test Documentation,When to Run - Modifications,Test trigger,Run after modifying existing rules,PASSED,FALSE
780,general_rules.md,9. Contradiction Test Documentation,When to Run - Quarterly,Test trigger,Run during quarterly rule audits,PASSED,FALSE
781,general_rules.md,9. Contradiction Test Documentation,When to Run - Conflicts Reported,Test trigger,Run when conflicts are reported,PASSED,FALSE
782,general_rules.md,9.2 Contradiction Test Process,Step 1 - Rule Extraction,Process step,Extract all rules from all 7 rule files,PASSED,FALSE
783,general_rules.md,9.2 Contradiction Test Process,Step 2 - Categorization,Process step,Categorize by Limits/Formats/Content/Behavior/Permissions,PASSED,FALSE
784,general_rules.md,9.2 Contradiction Test Process,Step 3 - Pairwise Comparison,Process step,Compare each rule against every other rule and flag potential conflicts,PASSED,FALSE
785,general_rules.md,9.2 Contradiction Test Process,Step 4 - Conflict Analysis,Process step,Analyze conflict type and determine action,PASSED,FALSE
786,general_rules.md,9.2 Categorization Types,Limits Category,Categorization,Character counts and Word counts and Quantities,PASSED,FALSE
787,general_rules.md,9.2 Categorization Types,Formats Category,Categorization,Structure requirements and Templates,PASSED,FALSE
788,general_rules.md,9.2 Categorization Types,Content Category,Categorization,What must/must not be included,PASSED,FALSE
789,general_rules.md,9.2 Categorization Types,Behavior Category,Categorization,How things should work,PASSED,FALSE
790,general_rules.md,9.2 Categorization Types,Permissions Category,Categorization,What's allowed/forbidden,PASSED,FALSE
791,general_rules.md,9.2 Conflict Analysis Actions,Direct Contradiction Action,Conflict action,Must resolve - change one rule,PASSED,FALSE
792,general_rules.md,9.2 Conflict Analysis Actions,Ambiguity Action,Conflict action,Clarify both rules,PASSED,FALSE
793,general_rules.md,9.2 Conflict Analysis Actions,Edge Case Conflict Action,Conflict action,Document exception handling,PASSED,FALSE
794,general_rules.md,9.2 Conflict Analysis Actions,No Conflict Action,Conflict action,Mark as verified,PASSED,FALSE
795,general_rules.md,9.3 AI-Assisted Test,Prompt Template Question 1,AI test question,Do these rules contradict each other?,PASSED,FALSE
796,general_rules.md,9.3 AI-Assisted Test,Prompt Template Question 2,AI test question,Can both rules be satisfied simultaneously?,PASSED,FALSE
797,general_rules.md,9.3 AI-Assisted Test,Prompt Template Question 3,AI test question,Are there edge cases where they conflict?,PASSED,FALSE
798,general_rules.md,9.3 AI-Assisted Test,Prompt Template Question 4,AI test question,How should conflicts be resolved?,PASSED,FALSE
799,general_rules.md,9.3 AI Test Frequency,New Rule Trigger,Test frequency,Test new rule against all existing when new rule added,PASSED,FALSE
800,general_rules.md,9.3 AI Test Frequency,Modified Rule Trigger,Test frequency,Test modified rule against related rules when rule modified,PASSED,FALSE
801,general_rules.md,9.3 AI Test Frequency,Quarterly Audit Trigger,Test frequency,Full system test during quarterly audit,PASSED,FALSE
802,general_rules.md,9.4 Contradiction Test Checklist,Pre-Test Check 1,Checklist item,All rule files current version,PASSED,FALSE
803,general_rules.md,9.4 Contradiction Test Checklist,Pre-Test Check 2,Checklist item,All rules extracted and categorized,PASSED,FALSE
804,general_rules.md,9.4 Contradiction Test Checklist,Pre-Test Check 3,Checklist item,Test environment ready,PASSED,FALSE
805,general_rules.md,9.4 Contradiction Test Checklist,During Test Check 1,Checklist item,Limit rules compared (no contradicting min/max),PASSED,FALSE
806,general_rules.md,9.4 Contradiction Test Checklist,During Test Check 2,Checklist item,Format rules compared (compatible structures),PASSED,FALSE
807,general_rules.md,9.4 Contradiction Test Checklist,During Test Check 3,Checklist item,Content rules compared (no forbidden/required conflicts),PASSED,FALSE
808,general_rules.md,9.4 Contradiction Test Checklist,During Test Check 4,Checklist item,Permission rules compared (allowed/not-allowed clear),PASSED,FALSE
809,general_rules.md,9.4 Contradiction Test Checklist,During Test Check 5,Checklist item,Cross-category rules compared,PASSED,FALSE
810,general_rules.md,9.4 Contradiction Test Checklist,Post-Test Check 1,Checklist item,All conflicts documented,PASSED,FALSE
811,general_rules.md,9.4 Contradiction Test Checklist,Post-Test Check 2,Checklist item,Resolution proposed for each conflict,PASSED,FALSE
812,general_rules.md,9.4 Contradiction Test Checklist,Post-Test Check 3,Checklist item,Rules updated if needed,PASSED,FALSE
813,general_rules.md,9.4 Contradiction Test Checklist,Post-Test Check 4,Checklist item,Test results archived,PASSED,FALSE
814,general_rules.md,9.5 Test Report Template,Report Field - Date,Report field,Date when test was conducted,PASSED,FALSE
815,general_rules.md,9.5 Test Report Template,Report Field - Tested By,Report field,Name/System who conducted test,PASSED,FALSE
816,general_rules.md,9.5 Test Report Template,Report Field - Scope,Report field,Full or Partial scope,PASSED,FALSE
817,general_rules.md,9.5 Test Report Template,Report Field - Total Rules Tested,Report field,Number of total rules tested,PASSED,FALSE
818,general_rules.md,9.5 Test Report Template,Report Field - Conflicts Found,Report field,Number of conflicts found,PASSED,FALSE
819,general_rules.md,9.5 Test Report Template,Report Field - Resolved,Report field,Number of conflicts resolved,PASSED,FALSE
820,general_rules.md,9.5 Test Report Template,Report Field - Pending,Report field,Number of conflicts pending,PASSED,FALSE
821,general_rules.md,9.5 Test Report Template,Conflict Detail - Rule A,Conflict detail,Source file and Rule text for Rule A,PASSED,FALSE
822,general_rules.md,9.5 Test Report Template,Conflict Detail - Rule B,Conflict detail,Source file and Rule text for Rule B,PASSED,FALSE
823,general_rules.md,9.5 Test Report Template,Conflict Detail - Type,Conflict detail,Direct/Ambiguity/Edge Case type,PASSED,FALSE
824,general_rules.md,9.5 Test Report Template,Conflict Detail - Resolution,Conflict detail,Proposed solution,PASSED,FALSE
825,general_rules.md,9.5 Test Report Template,Conflict Detail - Status,Conflict detail,Resolved or Pending status,PASSED,FALSE
826,general_rules.md,9.5 Test Report Template,Report Field - Rules Verified Compatible,Report field,List of rules verified as compatible,PASSED,FALSE
